age_years,lambda_adkm,lambda_nint,z_adkm,z_nint
30.85451702627762,-1.1451879,-1.448374,-1.9596908870382834,-1.9596908870382834
31.0634157663795,-1.1474593,-1.448374,-1.9470874959969862,-1.9470874959969862
31.27231450648138,-1.1497307,-1.448374,-1.9344841049556887,-1.9344841049556887
31.48121324658326,-1.1520021,-1.448374,-1.9218807139143912,-1.9218807139143912
31.69011198668514,-1.1542735,-1.448374,-1.9092773228730937,-1.9092773228730937
31.89901072678702,-1.1565449,-1.448374,-1.8966739318317964,-1.8966739318317964
32.1079094668889,-1.1588163,-1.448374,-1.884070540790499,-1.884070540790499
32.316808206990785,-1.1610878,-1.448374,-1.871467149749201,-1.871467149749201
32.52570694709266,-1.1633592,-1.448374,-1.8588637587079042,-1.8588637587079042
32.734605687194545,-1.1656306,-1.448374,-1.8462603676666063,-1.8462603676666063
32.94350442729642,-1.167902,-1.448374,-1.8336569766253092,-1.8336569766253092
33.152403167398305,-1.1701734,-1.448374,-1.8210535855840115,-1.8210535855840115
33.361301907500184,-1.1724448,-1.448374,-1.808450194542714,-1.808450194542714
33.570200647602064,-1.1747162,-1.448374,-1.7958468035014166,-1.7958468035014166
33.779099387703944,-1.1769876,-1.448374,-1.7832434124601193,-1.7832434124601193
33.987998127805824,-1.1792591,-1.448374,-1.7706400214188218,-1.7706400214188218
34.196896867907704,-1.1815304,-1.448374,-1.7580366303775243,-1.7580366303775243
34.40579560800958,-1.1838018,-1.448374,-1.7454332393362268,-1.7454332393362268
34.61469434811146,-1.1860732,-1.448374,-1.7328298482949296,-1.7328298482949296
34.82359308821334,-1.1883446,-1.448374,-1.720226457253632,-1.720226457253632
35.03249182831523,-1.190616,-1.448374,-1.7076230662123342,-1.7076230662123342
35.2413905684171,-1.1928874,-1.448374,-1.6950196751710374,-1.6950196751710374
35.45028930851899,-1.1951588,-1.448374,-1.6824162841297394,-1.6824162841297394
35.65918804862086,-1.1974303,-1.448374,-1.6698128930884424,-1.6698128930884424
35.86808678872275,-1.1997017,-1.448374,-1.6572095020471447,-1.6572095020471447
36.07698552882462,-1.201973,-1.448374,-1.6446061110058476,-1.6446061110058476
36.28588426892651,-1.2042445,-1.448374,-1.6320027199645497,-1.6320027199645497
36.49478300902839,-1.2065158,-1.448374,-1.6193993289232524,-1.6193993289232524
36.70368174913027,-1.2087873,-1.448374,-1.606795937881955,-1.606795937881955
36.91258048923215,-1.2110586,-1.448374,-1.5941925468406575,-1.5941925468406575
37.12147922933403,-1.21333,-1.448374,-1.58158915579936,-1.58158915579936
37.33037796943591,-1.2156014,-1.448374,-1.5689857647580627,-1.5689857647580627
37.53927670953779,-1.2178729,-1.448374,-1.5563823737167652,-1.5563823737167652
37.74817544963967,-1.2201443,-1.448374,-1.5437789826754678,-1.5437789826754678
37.95707418974155,-1.2224157,-1.448374,-1.5311755916341705,-1.5311755916341705
38.165972929843434,-1.2246871,-1.448374,-1.5185722005928726,-1.5185722005928726
38.37487166994531,-1.2269585,-1.448374,-1.5059688095515755,-1.5059688095515755
38.583770410047194,-1.2292299,-1.448374,-1.4933654185102778,-1.4933654185102778
